-0.1, 0.3, 0.3, -0.1
-0.1, 0.4, 0.4, -0.0999999999999999
-0.1, 0.5, 0.5, -0.1
-0.1, 0.6, 0.6, -0.1
-0.1, 0.7, 0.7, -0.1
-0.1, 0.8, 0.8, -0.1
-0.1, 0.9, 0.9, -0.1
-0.1, 1, 1, -0.0999999999999998

0, -1, -1, 0
0, -0.9, -0.9, 0
0, -0.8, -0.8, 0
0, -0.7, -0.7, 0
0, -0.6, -0.6, 0
0, -0.5, -0.5, 0
0, -0.4, -0.4, 0
0, -0.3, -0.3, 0
0, -0.2, -0.2, 0
0, -0.1, -0.1, 0
0, 0, 0, 0
0, 0.1, 0.1, 0
0, 0.2, 0.2, 0
0, 0.3, 0.3, 0
0, 0.4, 0.4, 0
0, 0.5, 0.5, 0
0, 0.6, 0.6, 0
0, 0.7, 0.7, 0
0, 0.8, 0.8, 0
0, 0.9, 0.9, 0
0, 1, 1, 0

0.1, -1, -1, 0.1
0.1, -0.9, -0.9, 0.0999999999999998
0.1, -0.8, -0.8, 0.0999999999999998
0.1, -0.7, -0.7, 0.1
0.1, -0.6, -0.6, 0.0999999999999998
0.1, -0.5, -0.5, 0.1
0.1, -0.4, -0.4, 0.1
0.1, -0.3, -0.3, 0.0999999999999999
0.1, -0.2, -0.2, 0.1
0.1, -0.1, -0.1, 0.1
0.1, 0, 0, 0.1
0.1, 0.1, 0.1, 0.1
0.1, 0.2, 0.2, 0.1
0.1, 0.3, 0.3, 0.1
0.1, 0.4, 0.4, 0.0999999999999999
0.1, 0.5, 0.5, 0.1
0.1, 0.6, 0.6, 0.1
0.1, 0.7, 0.7, 0.1
0.1, 0.8, 0.8, 0.1
0.1, 0.9, 0.9, 0.1
0.1, 1, 1, 0.0999999999999998

0.2, -1, -1, 0.2
0.2, -0.9, -0.9, 0.2
0.2, -0.8, -0.8, 0.2
0.2, -0.7, -0.7, 0.2
0.2, -0.6, -0.6, 0.2
0.2, -0.5, -0.5, 0.2
0.2, -0.4, -0.4, 0.2
0.2, -0.3, -0.3, 0.2
0.2, -0.2, -0.2, 0.2
0.2, -0.1, -0.1, 0.2
0.2, 0, 0, 0.2
0.2, 0.1, 0.1, 0.2
0.2, 0.2, 0.2, 0.2
0.2, 0.3, 0.3, 0.2
0.2, 0.4, 0.4, 0.2
0.2, 0.5, 0.5, 0.2
0.2, 0.6, 0.6, 0.2
0.2, 0.7, 0.7, 0.2
0.2, 0.8, 0.8, 0.2
0.2, 0.9, 0.9, 0.2
0.2, 1, 1, 0.2

0.3, -1, -1, 0.3
0.3, -0.9, -0.9, 0.3
0.3, -0.8, -0.8, 0.300000000000001
0.3, -0.7, -0.7, 0.3
0.3, -0.6, -0.6, 0.3
0.3, -0.5, -0.5, 0.3
0.3, -0.4, -0.4, 0.3
0.3, -0.3, -0.3, 0.3
0.3, -0.2, -0.2, 0.3
0.3, -0.1, -0.1, 0.3
0.3, 0, 0, 0.3
0.3, 0.1, 0.1, 0.3
0.3, 0.2, 0.2, 0.3
0.3, 0.3, 0.3, 0.3
0.3, 0.4, 0.4, 0.299999999999999
0.3, 0.5, 0.5, 0.3
0.3, 0.6, 0.6, 0.3
0.3, 0.7, 0.7, 0.3
0.3, 0.8, 0.8, 0.299999999999999
0.3, 0.9, 0.9, 0.300000000000001
0.3, 1, 1, 0.299999999999999

0.4, -1, -1, 0.400000000000001
0.4, -0.9, -0.899999999999999, 0.399999999999999
0.4, -0.8, -0.799999999999999, 0.399999999999999
0.4, -0.7, -0.7, 0.4
0.4, -0.6, -0.599999999999999, 0.399999999999999
0.4, -0.5, -0.5, 0.4
0.4, -0.4, -0.4, 0.4
0.4, -0.3, -0.299999999999999, 0.4
0.4, -0.2, -0.2, 0.4
0.4, -0.1, -0.0999999999999999, 0.4
0.4, 0, 0, 0.4
0.4, 0.1, 0.0999999999999999, 0.4
0.4, 0.2, 0.2, 0.4
0.4, 0.3, 0.299999999999999, 0.4
0.4, 0.4, 0.4, 0.4
0.4, 0.5, 0.5, 0.4
0.4, 0.6, 0.599999999999999, 0.4
0.4, 0.7, 0.7, 0.4
0.4, 0.8, 0.799999999999999, 0.4
0.4, 0.9, 0.899999999999999, 0.400000000000001
0.4, 1, 1, 0.399999999999999

0.5, -1, -1, 0.5
0.5, -0.9, -0.900000000000001, 0.5
0.5, -0.8, -0.8, 0.5
0.5, -0.7, -0.7, 0.5
0.5, -0.6, -0.6, 0.5
0.5, -0.5, -0.5, 0.5
0.5, -0.4, -0.4, 0.5
0.5, -0.3, -0.3, 0.5
0.5, -0.2, -0.2, 0.5
0.5, -0.1, -0.1, 0.5
0.5, 0, 0, 0.5
0.5, 0.1, 0.1, 0.5
0.5, 0.2, 0.2, 0.5
0.5, 0.3, 0.3, 0.5
0.5, 0.4, 0.4, 0.5
0.5, 0.5, 0.5, 0.5
0.5, 0.6, 0.6, 0.5
0.5, 0.7, 0.7, 0.5
0.5, 0.8, 0.8, 0.5
0.5, 0.9, 0.900000000000001, 0.5
0.5, 1, 1, 0.5

0.6, -1, -1, 0.599999999999999
0.6, -0.9, -0.9, 0.6
0.6, -0.8, -0.8, 0.600000000000003
0.6, -0.7, -0.7, 0.599999999999999
0.6, -0.6, -0.600000000000001, 0.6
0.6, -0.5, -0.5, 0.6
0.6, -0.4, -0.4, 0.6
0.6, -0.3, -0.3, 0.600000000000001
0.6, -0.2, -0.2, 0.6
0.6, -0.1, -0.1, 0.6
0.6, 0, 0, 0.6
0.6, 0.1, 0.1, 0.6
0.6, 0.2, 0.2, 0.6
0.6, 0.3, 0.3, 0.6
0.6, 0.4, 0.4, 0.599999999999999
0.6, 0.5, 0.5, 0.6
0.6, 0.6, 0.600000000000001, 0.600000000000001
0.6, 0.7, 0.7, 0.6
0.6, 0.8, 0.8, 0.599999999999999
0.6, 0.9, 0.9, 0.600000000000002
0.6, 1, 1, 0.599999999999997

0.7, -1, -1, 0.7
0.7, -0.9, -0.899999999999999, 0.7
0.7, -0.8, -0.8, 0.700000000000001
0.7, -0.7, -0.7, 0.7
0.7, -0.6, -0.6, 0.7
0.7, -0.5, -0.5, 0.699999999999999
0.7, -0.4, -0.4, 0.7
0.7, -0.3, -0.3, 0.7
0.7, -0.2, -0.2, 0.7
0.7, -0.1, -0.1, 0.7
0.7, 0, 0, 0.7
0.7, 0.1, 0.1, 0.7
0.7, 0.2, 0.2, 0.7
0.7, 0.3, 0.3, 0.7
0.7, 0.4, 0.4, 0.7
0.7, 0.5, 0.5, 0.7
0.7, 0.6, 0.6, 0.7
0.7, 0.7, 0.7, 0.7
0.7, 0.8, 0.8, 0.699999999999998
0.7, 0.9, 0.899999999999999, 0.700000000000001
0.7, 1, 1, 0.699999999999998

0.8, -1, -1, 0.800000000000001
0.8, -0.9, -0.899999999999998, 0.799999999999999
0.8, -0.8, -0.8, 0.799999999999999
0.8, -0.7, -0.699999999999998, 0.8
0.8, -0.6, -0.599999999999999, 0.799999999999999
0.8, -0.5, -0.5, 0.8
0.8, -0.4, -0.4, 0.8
0.8, -0.3, -0.299999999999999, 0.799999999999999
0.8, -0.2, -0.2, 0.8
0.8, -0.1, -0.1, 0.8
0.8, 0, 0, 0.8
0.8, 0.1, 0.1, 0.8
0.8, 0.2, 0.2, 0.8
0.8, 0.3, 0.299999999999999, 0.8
0.8, 0.4, 0.4, 0.799999999999999
0.8, 0.5, 0.5, 0.8
0.8, 0.6, 0.599999999999999, 0.8
0.8, 0.7, 0.699999999999998, 0.8
0.8, 0.8, 0.8, 0.8
0.8, 0.9, 0.899999999999998, 0.800000000000001
0.8, 1, 1, 0.799999999999999

0.9, -1, -1, 0.900000000000001
0.9, -0.9, -0.900000000000005, 0.899999999999999
0.9, -0.8, -0.800000000000001, 0.900000000000001
0.9, -0.7, -0.700000000000001, 0.899999999999999
0.9, -0.6, -0.600000000000002, 0.899999999999998
0.9, -0.5, -0.5, 0.899999999999999
0.9, -0.4, -0.400000000000001, 0.899999999999999
0.9, -0.3, -0.300000000000001, 0.9
0.9, -0.2, -0.2, 0.9
0.9, -0.1, -0.1, 0.9
0.9, 0, 0, 0.9
0.9, 0.1, 0.1, 0.9
0.9, 0.2, 0.2, 0.9
0.9, 0.3, 0.300000000000001, 0.9
0.9, 0.4, 0.400000000000001, 0.899999999999999
0.9, 0.5, 0.5, 0.900000000000001
0.9, 0.6, 0.600000000000002, 0.9
0.9, 0.7, 0.700000000000001, 0.899999999999999
0.9, 0.8, 0.800000000000001, 0.899999999999998
0.9, 0.9, 0.900000000000005, 0.900000000000005
0.9, 1, 1, 0.899999999999994

1, -1, -1, 1
1, -0.9, -0.899999999999994, 1
1, -0.8, -0.799999999999999, 1
1, -0.7, -0.699999999999998, 1
1, -0.6, -0.599999999999997, 1
1, -0.5, -0.5, 1
1, -0.4, -0.399999999999999, 1
1, -0.3, -0.299999999999999, 1
1, -0.2, -0.2, 1
1, -0.1, -0.0999999999999998, 1
1, 0, 0, 1
1, 0.1, 0.0999999999999998, 1
1, 0.2, 0.2, 1
1, 0.3, 0.299999999999999, 1
1, 0.4, 0.399999999999999, 1
1, 0.5, 0.5, 1
1, 0.6, 0.599999999999997, 1
1, 0.7, 0.699999999999998, 1
1, 0.8, 0.799999999999999, 1
1, 0.9, 0.899999999999994, 1
1, 1, 1, 1

